scraped_city,facility,operator,street,zip_code,city_in_desc,avg_home_price_usd,avg_electricity_cost_usd_per_kwh,avg_water_cost_usd_monthly
Phoenix,Aligned PHX09,Aligned Data Centers,3151 W Behrend Dr,85027,Chandler,440000.0,0.163,76.5
Phoenix,Compass Goodyear - Building 3,Compass Datacenters,850 S Bullard Ave,85338,Goodyear,450000.0,0.154,76.9
Phoenix,Microsoft Goodyear Airpark (PHX15),Microsoft,W Broadway Rd,85338,Goodyear,450000.0,0.154,76.9
Phoenix,Microsoft El Mirage (PHX81),Microsoft,12901 W Olive Ave,85335,El Mirage,456000.0,0.156,73.2
Phoenix,Hassayampa Ranch,Arizona Land Consulting (ALC),"Hassayampa Ranch, Tonopah Salome Hwy",85354,Buckeye,447000.0,0.151,57.0
Phoenix,Aligned PHX06,Aligned Data Centers,2500 S Price Rd,85286,Chandler,416000.0,0.166,75.7
Phoenix,Microsoft Goodyear Airpark (PHX14),Microsoft,W Broadway Rd,85338,Goodyear,450000.0,0.154,76.9
Phoenix,Aligned PHX13,Aligned Data Centers,8805 N Reems Rd,85355,Waddell,419000.0,0.164,66.0
Phoenix,Aligned PHX14,Aligned Data Centers,8805 N Reems Rd,85355,Waddell,419000.0,0.164,66.0
Phoenix,Aligned PHX04,Aligned Data Centers,S Price Rd & W Innovation St,85286,Chandler,416000.0,0.166,75.7
Phoenix,Aligned PHX12,Aligned Data Centers,8805 N Reems Rd,85355,Waddell,419000.0,0.164,66.0
Phoenix,Amazon AWS - Loop 202 & Dobbins Road,Amazon AWS,Loop 202 and W Dobbins Road,85339,Laveen,481000.0,0.155,73.5
Phoenix,Johnson Road and Southern Avenue,Arizona Land Consulting (ALC),W Southern Ave & S Johnson Rd,85326,Buckeye,474000.0,0.163,66.2
Phoenix,Microsoft Goodyear Airpark (PHX12),Microsoft,W Broadway Rd,85338,Goodyear,450000.0,0.154,76.9
Phoenix,Windstream Phoenix,Windstream,1710 E Grant St,85034,Phoenix,475000.0,0.158,70.0
Phoenix,Microsoft El Mirage (PHX82),Microsoft,12901 W Olive Ave,85335,El Mirage,456000.0,0.156,73.2
Phoenix,Compass Goodyear - Building 2,Compass Datacenters,850 S Bullard Ave,85338,Goodyear,450000.0,0.154,76.9
Phoenix,Compass PHX II Campus,Compass Datacenters,W Peoria Ave & N El Mirage Rd,85335,El Mirage,456000.0,0.156,73.2
Phoenix,Compass PHX II - Building 1,Compass Datacenters,W Peoria Ave & N El Mirage Rd,85335,El Mirage,456000.0,0.156,73.2
Phoenix,Compass PHX II - Building 2,Compass Datacenters,W Peoria Ave & N El Mirage Rd,85335,El Mirage,456000.0,0.156,73.2
Phoenix,Compass PHX II - Building 3,Compass Datacenters,W Peoria Ave & N El Mirage Rd,85335,El Mirage,456000.0,0.156,73.2
Phoenix,HBS Phoenix,Heartland Business System,10201 S 51st St,85044,Phoenix,451000.0,0.153,56.7
Phoenix,ColoHouse Phoenix,ColoHouse,2335 South Ellis Street,85286,Chandler,416000.0,0.166,75.7
Phoenix,Vantage AZ14 - Phoenix,Vantage Data Centers,45 S Bullard Ave,85338,Goodyear,450000.0,0.154,76.9
Phoenix,EdgeCore Florence Tech Park - Building 7,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,Vantage AZ15 - Phoenix,Vantage Data Centers,45 S Bullard Ave,85338,Goodyear,450000.0,0.154,76.9
Phoenix,EdgeCore Florence Tech Park - Building 5,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,EdgeCore Florence Tech Park - Building 1,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,EdgeCore Florence Tech Park - Building 2,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,EdgeCore Florence Tech Park,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,EdgeCore Florence Tech Park - Building 9,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,EdgeCore Florence Tech Park - Building 3,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,EdgeCore Florence Tech Park - Building 10,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,EdgeCore Florence Tech Park - Building 8,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,EdgeCore Florence Tech Park - Building 4,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,EdgeCore Florence Tech Park - Building 6,EdgeCore,E Arizona Farms Rd & N Attaway Rd,85143,Florence,452000.0,0.16,83.1
Phoenix,Google Mesa Campus,Google,E Elliot Rd & S Sossaman Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,AT&T Mesa,AT&T,1355 W University Drive,85201,Mesa,455000.0,0.151,73.1
Phoenix,STACK Infrastructure PHX01C,STACK INFRASTRUCTURE,W Lower Buckeye Rd & S Litchfield Rd,85323,Avondale,408000.0,0.166,77.0
Phoenix,Google Mesa - Phase 1,Google,E Elliot Rd & S Sossaman Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,Meta Mesa - Building 5,Meta,3841 S Ellsworth Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,Lumen Phoenix 2,Lumen,17 E. Virginia Ave,85004,Phoenix,395000.0,0.154,76.0
Phoenix,Vantage AZ13 - Phoenix,Vantage Data Centers,45 S Bullard Ave,85338,Goodyear,450000.0,0.154,76.9
Phoenix,Google Mesa - Phase 2,Google,E Elliot Rd & S Sossaman Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,Meta Mesa - Building 1,Meta,3841 S Ellsworth Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,Meta Mesa - Building 4,Meta,3841 S Ellsworth Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,Vantage AZ11 - Phoenix,Vantage Data Centers,45 S Bullard Ave,85338,Goodyear,450000.0,0.154,76.9
Phoenix,Vantage AZ12 - Phoenix,Vantage Data Centers,45 S Bullard Ave,85338,Goodyear,450000.0,0.154,76.9
Phoenix,Meta Mesa - Building 2,Meta,3841 S Ellsworth Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,Meta Mesa - Building 3,Meta,3841 S Ellsworth Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,STACK Infrastructure PHX01B,STACK INFRASTRUCTURE,W Lower Buckeye Rd & S Litchfield Rd,85323,Avondale,408000.0,0.166,77.0
Phoenix,STACK Infrastructure PHX01A,STACK INFRASTRUCTURE,W Lower Buckeye Rd & S Litchfield Rd,85323,Avondale,408000.0,0.166,77.0
Phoenix,Lumen Phoenix 1,Lumen,811 South 16th Street,85034,Phoenix,475000.0,0.158,70.0
Phoenix,Google Mesa - Phase 3,Google,E Elliot Rd & S Sossaman Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,Menlo Digital MD-PX1 (Phoenix),Menlo Digital,4801-4811 E Thistle Landing Dr,85044,Phoenix,451000.0,0.153,56.7
Phoenix,Lumen Phoenix 4,Lumen,3220 N 3rd St,85012,Phoenix,493000.0,0.166,79.7
Phoenix,Menlo Digital MD-PX1 - Building 3,Menlo Digital,4801-4811 E Thistle Landing Dr,85044,Phoenix,451000.0,0.153,56.7
Phoenix,Menlo Digital MD-PX1 - Building 4,Menlo Digital,4801-4811 E Thistle Landing Dr,85044,Phoenix,451000.0,0.153,56.7
Phoenix,Menlo Digital MD-PX1 - Building 2,Menlo Digital,4801-4811 E Thistle Landing Dr,85044,Phoenix,451000.0,0.153,56.7
Phoenix,Menlo Digital MD-PX1 - Building 5,Menlo Digital,4801-4811 E Thistle Landing Dr,85044,Phoenix,451000.0,0.153,56.7
Phoenix,Menlo Digital MD-PX1 - Building 1,Menlo Digital,4801-4811 E Thistle Landing Dr,85044,Phoenix,451000.0,0.153,56.7
Philadelphia,Flexential Phiadelphia - Collegeville Data Center,Flexential,101 Troutman Rd,19426,Collegeville,342000.0,0.18,77.6
Philadelphia,Netrality - 401 N Broad,Netrality,401 N Broad,19106,Philadelphia,431000.0,0.176,83.8
Philadelphia,TierPoint Lehigh Valley,TierPoint,3949 Schelden Circle,18017,Bethlehem,422000.0,0.18,84.7
Philadelphia,TierPoint Philadelphia- Navy Yard,TierPoint,4775 League Island Boulevard,Philadelphia,Pennsylvania,434000.0,0.173,82.3
Philadelphia,Colocation America PHILLYDC2,Colocation America,1000 Adams Ave,19403,Eagleville,357000.0,0.169,64.8
Philadelphia,DataBank PHL1 - Downtown Philadelphia,DataBank,401 N Broad St,19108,Philadelphia,356000.0,0.154,84.4
Philadelphia,Keystone NAP,Keystone NAP,150 Solar Dr,19030,Fairless Hills,365000.0,0.158,91.0
Philadelphia,365 Data Centers - Philadelphia (University City),365 Data Centers,3701 Market St,19104,Philadelphia,345000.0,0.176,73.2
Philadelphia,Equinix PH1,Equinix,401 North Broad Street,19123,Philadelphia,338000.0,0.161,73.5
Philadelphia,H5 Data Centers Philadelphia,H5 Data Centers,1500 Spring Garden St,19130,Philadelphia,417000.0,0.153,85.9
Philadelphia,365 Data Centers - Philadelphia (Downtown),365 Data Centers,1500 Spring Garden St,19130,Philadelphia,417000.0,0.153,85.9
Philadelphia,TrueNet,TrueNet,24 Hagerty Blvd,19382,West Chester,376000.0,0.17,77.5
Philadelphia,11:11 Systems Philadelphia,11:11 Systems,401 N Broad Street,19108,Philadelphia,356000.0,0.154,84.4
Philadelphia,DaSTOR King of Prussia I,"DaSTOR, LLC",411 Swedeland Rd,19406,King of Prussia,366000.0,0.18,70.6
Philadelphia,DaSTOR King of Prussia II,"DaSTOR, LLC",3400 Horizon Dr.,19406,King of Prussia,366000.0,0.18,70.6
Philadelphia,Comcast Moorestown,Comcast,650 Centerton Rd,08057,Moorestown,388000.0,0.163,78.4
Philadelphia,Crown Castle Philadelphia (PA1),CROWN CASTLE,401 N Broad St,19108,Philadelphia,356000.0,0.154,84.4
Philadelphia,Crown Castle Philadelphia (PA2),CROWN CASTLE,1309 Noble St,19123,Philadelphia,338000.0,0.161,73.5
Philadelphia,Unisecure Philadelphia DC,Unisecure Data Centers,2401 Locust St,19103,Philadelphia,399000.0,0.18,72.0
Philadelphia,Colocation America PHILLYDC3,Colocation America,3949 Schelden Cir,18017,Bethlehem,422000.0,0.18,84.7
Philadelphia,Windstream New York,Windstream,401 N Broad Street,19123,New York,338000.0,0.161,73.5
Philadelphia,Unisecure Conshohocken DC,Unisecure Data Centers,555 E North Ln,19428,Conshohocken,363000.0,0.185,73.6
Philadelphia,1547 Chester County PA,1547 Critical Systems Realty,N Malvern Hunt Way & Swedesford Rd,19355,Malvern,360000.0,0.162,78.7
Philadelphia,ColoHouse Philadelphia,ColoHouse,2401 Locust Street,19103,Philadelphia,399000.0,0.18,72.0
Philadelphia,Digital Edge Philly,Digital Edge,401 N Broad Street,19123,Philadelphia,338000.0,0.161,73.5
Philadelphia,Comcast West Chester,Comcast,1354 E Boot Rd,19380,West Chester,379000.0,0.169,69.2
Philadelphia,Colocation America PHILLYDC1,Colocation America,9999 Hamilton Blvd,18031,Breinigsville,412000.0,0.179,74.5
Philadelphia,York  Energy Center DC,Calpine Corporation,1055 Pikes Peak Rd,17314,Delta,420000.0,0.156,75.4
Philadelphia,Keystone Trade Center,NorthPoint Development,700 S Port Rd,19030,Fairless Hills,365000.0,0.158,91.0
Philadelphia,LightWave Networks,"LightWave Networks, Inc",401 North Broad St,19108,Philadelphia,356000.0,0.154,84.4
Philadelphia,Pennhurst Data Center Campus,Unknown Company,1205 Commonwealth Dr,19475,Spring City,372000.0,0.175,81.5
Philadelphia,Lumen Philadelphia 1,Lumen,401 N Broad Street,19123,Philadelphia,338000.0,0.161,73.5
Philadelphia,Project Laurel - Building 2,Unknown Company,Evergreen Rd & Sanatoga Rd,19464,Pottstown,352000.0,0.169,79.4
Philadelphia,Project Laurel Campus,Unknown Company,Sanatoga Rd / Evergreen Rd / Possum Hollow Rd / Lightcap Rd,19464,Pottstown,352000.0,0.169,79.4
Philadelphia,Project Laurel - Building 7,Unknown Company,Lightcap Rd,19464,Pottstown,352000.0,0.169,79.4
Philadelphia,Project Laurel - Building 6,Unknown Company,Lightcap Rd,19464,Pottstown,352000.0,0.169,79.4
Philadelphia,Project Laurel - Building 3,Unknown Company,Sanatoga Rd,19464,Pottstown,352000.0,0.169,79.4
Philadelphia,Project Laurel - Building 1,Unknown Company,Evergreen Rd,19464,Pottstown,352000.0,0.169,79.4
Philadelphia,Project Laurel - Building 8,Unknown Company,Lightcap Rd & Possum Hollow Rd,19464,Pottstown,352000.0,0.169,79.4
Philadelphia,Project Laurel - Building 5,Unknown Company,Lightcap Rd,19464,Pottstown,352000.0,0.169,79.4
Philadelphia,Project Laurel - Building 4,Unknown Company,Sanatoga Rd,19464,Pottstown,352000.0,0.169,79.4
Philadelphia,Lumen Philadelphia 2,Lumen,701 Market Street,19106,Philadelphia,431000.0,0.176,83.8
Philadelphia,Lumen Philadelphia 3,Lumen,3020 Market Street,19104,Philadelphia,345000.0,0.176,73.2
San Antonio,CyrusOne SAT1 - San Antonio,CyrusOne Data Centers,9999 Westover Hills Blvd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,CyrusOne SAT2 - San Antonio,CyrusOne Data Centers,9554 Westover Hills Blvd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,CyrusOne SAT5 - San Antonio,CyrusOne Data Centers,14719 Omicron Dr.,78245,San Antonio,296000.0,0.111,50.3
San Antonio,SATC Colo,SATC Colo,3463 Magic Drive,78229,San Antonio,324000.0,0.128,53.4
San Antonio,H5 Data Centers San Antonio,H5 Data Centers,100 Taylor St.,78205,San Antonio,367000.0,0.126,65.2
San Antonio,Stream DC San Antonio II - Westover Hills,Stream Data Centers,9550 Westover Hills Blvd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,Vantage TX12 - San Antonio,Vantage Data Centers,17420 Omicron Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Vantage TX11 - San Antonio,Vantage Data Centers,14720 Omicron Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,CloudHQ SAT Campus,CloudHQ,15255 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Microsoft Texas Research Park (TRP1),Microsoft,15000 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Microsoft Texas Research Park (TRP2),Microsoft,15000 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,CityNAP,CityNAP,415 N Main Ave,78205,San Antonio,367000.0,0.126,65.2
San Antonio,San Antonio Data Center,"Five 9s Digital, LLC",8500 Vicar Drive,78218,San Antonio,311000.0,0.121,68.3
San Antonio,CloudHQ SAT5,CloudHQ,15255 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,CloudHQ SAT1,CloudHQ,15255 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,CloudHQ SAT3,CloudHQ,15255 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,CloudHQ SAT4,CloudHQ,15255 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Stream DC San Antonio III,Stream Data Centers,11203 W Military Drive,78253,San Antonio,296000.0,0.116,56.7
San Antonio,American Tower EDC San Antonio,American Tower Corporation,5436 W US Hwy 90,78219,San Antonio,310000.0,0.11,53.1
San Antonio,CloudHQ SAT2,CloudHQ,15255 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Microsoft Texas Research Park,Microsoft,15000 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Rowan Cinco,Rowan Digital Infrastructure,TX-132 & Co Rd 683,78052,Lytle,387000.0,0.128,62.4
San Antonio,Vantage TX22 - San Antonio,Vantage Data Centers,5207 Rogers Rd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,Microsoft San Antonio (SAT15),Microsoft,3555 Westover Link,78251,San Antonio,309000.0,0.123,58.4
San Antonio,Microsoft Texas Research Park (SAT46 / TRP3),Microsoft,15000 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Microsoft San Antonio (SAT80 & SAT81),Microsoft,18844 Fm1957,78009,Castroville,332000.0,0.133,58.2
San Antonio,Microsoft Texas Research Park (TRP4),Microsoft,15000 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Microsoft San Antonio Chevron,Microsoft,5150 Rogers Rd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,CyrusOne SAT3 - San Antonio,CyrusOne Data Centers,9554 Westover Hills Boulevard,78251,San Antonio,309000.0,0.123,58.4
San Antonio,Duos Edge AI - Victoria EDC,"Duos Edge AI, Inc.",1905 Leary Ln,77901,Victoria,345000.0,0.134,43.9
San Antonio,Vantage TX21 - San Antonio,Vantage Data Centers,5207 Rogers Rd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,CyrusOne SAT9 - San Antonio,CyrusOne Data Centers,14815 Omicron Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Windstream San Antonio,Windstream,106 S St Mary's St,78205,San Antonio,367000.0,0.126,65.2
San Antonio,Amazon AWS SAT - 12807 Donop,Amazon AWS,12807 Donop Rd,78223,Elmendorf,252000.0,0.123,64.0
San Antonio,Microsoft Texas Research Park (TRP5),Microsoft,15000 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Microsoft San Antonio (SN7),Microsoft,5200 Rogers Rd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,Amazon AWS SAT - 7400 Potranco,Amazon AWS,7400 Potranco Rd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,CyrusOne SAT8 - San Antonio,CyrusOne Data Centers,14677 Omicron Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,CyrusOne SAT6 - San Antonio,CyrusOne Data Centers,14719 Omicron Drive,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Microsoft Texas Research Park (SAT40),Microsoft,15000 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,Microsoft Texas Research Park (TRP6),Microsoft,15000 Lambda Dr,78245,San Antonio,296000.0,0.111,50.3
San Antonio,CyrusOne SAT4 - San Antonio,CyrusOne Data Centers,9655 Raba Drive,78251,San Antonio,309000.0,0.123,58.4
San Antonio,QTS San Antonio,QTS Data Centers,8535 Potranco Rd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,Microsoft Wiseman Boulevard (SAT14),Microsoft,3545 Wiseman Blvd,78251,San Antonio,309000.0,0.123,58.4
San Antonio,CloudBurst Central Texas,CloudBurst Data Centers,within,a 75-acre site near both Austin and San Antonio in Central Texas.,78666,365000.0,0.122,63.7
San Antonio,Lumen San Antonio 3,Lumen,214 E Ramsey Rd,78216,San Antonio,341000.0,0.122,53.7
San Antonio,18844 Farm-to-Market 1957,Microsoft,18844 Fm1957,78009,Castroville,332000.0,0.133,58.2
San Antonio,Microsoft San Antonio (SAT89),Microsoft,2995 US Hwy 90 W,78009,Castroville,332000.0,0.133,58.2
San Antonio,Lumen San Antonio 2,Lumen,1203 N. Frio Street,78207,San Antonio,357000.0,0.111,62.5
San Antonio,Microsoft San Antonio (SAT90),Microsoft,2995 US Hwy 90 W,78009,Castroville,332000.0,0.133,58.2
San Antonio,Microsoft San Antonio (SAT93),Microsoft,within,"Medina, Texas, along County Road 381",78253,365000.0,0.122,63.7
San Antonio,Microsoft San Antonio (SAT82),Microsoft,2580 Farm-to-Market 471 North,78009,Castroville,332000.0,0.133,58.2
San Antonio,Microsoft San Antonio (SAT94),Microsoft,within,"Medina, Texas, along County Road 381",78253,365000.0,0.122,63.7
San Antonio,Lumen San Antonio 1,Lumen,5130 Service Center Drive,78218,San Antonio,311000.0,0.121,68.3
San Diego,MDC San Diego - SDG1,MDC Data Centers,7014 Manya Cir,92154,San Diego,1009000.0,0.342,78.3
San Diego,DataBank SAN1 - San Diego World Trade,DataBank,12270 World Trade Dr,92128,San Diego,1072000.0,0.301,94.2
San Diego,EdgeConneX San Diego - EDCSDG01,EdgeConneX,5761 Copley Drive,92111,San Diego,1060000.0,0.286,87.6
San Diego,Cogent Data Center - San Diego 2,"Cogent Communications, Inc.",9530 Towne Centre Drive,92121,San Diego,973000.0,0.311,101.2
San Diego,ScaleMatrix San Diego,ScaleMatrix,5775 Kearny Villa Rd,92123,San Diego,1132000.0,0.292,92.9
San Diego,LightEdge - San Diego I,LightEdge,9305 Lightwave Ave,92123,San Diego,1132000.0,0.292,92.9
San Diego,I2B Networks San Diego,"I2B Networks, Inc",8830 Complex Dr,92123,San Diego,1132000.0,0.292,92.9
San Diego,CARI.net Campus,CARI.net,8915 Complex Drive,92123,Kearney Mesa,1132000.0,0.292,92.9
San Diego,Cogent Data Center - San Diego 1,"Cogent Communications, Inc.",525 B Street,92101,San Diego,1070000.0,0.28,89.4
San Diego,SimpleNet Colo,"SimpleNet, Inc.",225 Broadway,92101,San Diego,1070000.0,0.28,89.4
San Diego,Cogent Data Center - San Diego 3,"Cogent Communications, Inc.",1402 K St,92101,San Diego,1070000.0,0.28,89.4
San Diego,LightEdge - San Diego II,LightEdge,9725 Scranton Road,92121,San Diego,973000.0,0.311,101.2
San Diego,Lumen San Diego 1,Lumen,8929 Aero Drive,92123,San Diego,1132000.0,0.292,92.9
San Diego,Lumen San Diego 2,Lumen,8923 Complex Drive,92123,San Diego,1132000.0,0.292,92.9
Dallas,2323 Bryan Street (DFW10),Digital Realty,2323 Bryan Street,75201,Dallas,443000.0,0.134,70.7
Dallas,4025 Midway Rd (DFW11),Digital Realty,4025 Midway Rd,75007,Carrollton,375000.0,0.143,75.1
Dallas,1232 Alma Road (DFW16),Digital Realty,1232 Alma Road,75081,Richardson,423000.0,0.142,65.1
Dallas,H5Colo  Inc.,H5 Colo Inc.,12712 Park Central Dr,75251,Dallas,354000.0,0.145,57.2
Dallas,8435 Stemmons Freeway (DFW36),Digital Realty,8435 Stemmons Freeway,75247,Dallas,423000.0,0.142,64.2
Dallas,850 E. Collins Boulevard (DFW28),Digital Realty,850 E. Collins Boulevard,75081,Richardson,423000.0,0.142,65.1
Dallas,900 Quality Way (DFW17),Digital Realty,900 Quality Way,75081,Richardson,423000.0,0.142,65.1
Dallas,1210 Integrity Drive (DFW18),Digital Realty,1210 Integrity Drive,75081,Richardson,423000.0,0.142,65.1
Dallas,Cologix DAL1,Cologix,1950 N. Stemmons Fwy,75207,Dallas,404000.0,0.132,62.2
Dallas,Cologix DAL3,Cologix,1950 North Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,Cologix DAL2,Cologix,1950 North Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,1215 Integrity Drive (DFW25),Digital Realty,1215 Integrity Drive,75081,Richardson,423000.0,0.142,65.1
Dallas,950 E. Collins Boulevard (DFW29),Digital Realty,950 E. Collins Boulevard,75081,Richardson,423000.0,0.142,65.1
Dallas,2440 Marsh Lane (DFW12),Digital Realty,2440 Marsh Lane,75006,Carrollton,445000.0,0.142,60.1
Dallas,4849 Alpha Road (DFW14),Digital Realty,4849 Alpha Road,75244,Dallas,451000.0,0.139,65.1
Dallas,907 Security Row (DFW35),Digital Realty,907 Security Row,75081,Richardson,423000.0,0.142,65.1
Dallas,Hivelocity - Dallas 1,Hivelocity,1515 Round Table Dr,75247,Dallas,423000.0,0.142,64.2
Dallas,Flexential Dallas - Richardson Data Center,Flexential,3010 Waterview Parkway,75080,Richardson,356000.0,0.148,71.2
Dallas,2501 S. State Highway 121 (DFW26),Digital Realty,2501 S. State Highway 121,75056,Lewisville,405000.0,0.133,72.4
Dallas,Flexential Dallas - Downtown Data Center,Flexential,1950 Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,Flexential Dallas - Plano Data Center,Flexential,3500 E Plano Pkwy,75074,Plano,390000.0,0.132,60.6
Dallas,Datacenter Park - Dallas,Digital Realty,900-908 Quality Way,75081,Richardson,423000.0,0.142,65.1
Dallas,908 Quality Way (DFW20),Digital Realty,908 Quality Way,75081,Richardson,423000.0,0.142,65.1
Dallas,Digital Realty Garland Campus,Digital Realty,1702 W Campbell Rd / 1502 Ferris Rd / 1505 Ferris Rd,75044,Garland,459000.0,0.144,53.0
Dallas,904 Quality Way (DFW21),Digital Realty,904 Quality Way,75081,Richardson,423000.0,0.142,65.1
Dallas,1702 W Campbell Rd,Digital Realty,1702 W Campbell Rd,75044,Garland,459000.0,0.144,53.0
Dallas,1502 Ferris Rd,Digital Realty,1502 Ferris Rd,75044,Garland,459000.0,0.144,53.0
Dallas,1505 Ferris Rd,Digital Realty,1505 Ferris Rd,75044,Garland,459000.0,0.144,53.0
Dallas,GDC - Dallas TX1 Data Center,"NTT DATA, Inc.",2008 Lookout Drive,75044,Garland,459000.0,0.144,53.0
Dallas,CyrusOne DFW1 - Carrollton,CyrusOne Data Centers,1649 Frankfort Road West,75007,Carrollton,375000.0,0.143,75.1
Dallas,"IRVING-TX (Dallas, Texas)",Cloudnium LLC.,6001 W Campus Circle,75063,Irving city,319000.0,0.138,59.4
Dallas,Prime Dallas Data Center Campus,Prime Data Centers,1515 Round Table,75247,Dallas,423000.0,0.142,64.2
Dallas,CyrusOne DFW3 - Allen,CyrusOne Data Centers,2300 Chelsea Blvd,75013,Allen,375000.0,0.133,63.1
Dallas,CyrusOne DFW2 - Lewsiville,CyrusOne Data Centers,2501 S. State Hwy 121 Business,75067,Lewsiville,426000.0,0.151,68.7
Dallas,CoreSpace Dallas Data Center,"CoreSpace, Inc.",7505 John W Carpenter Freeway,75247,Dallas,423000.0,0.142,64.2
Dallas,DataBank DFW1 - Downtown Dallas,DataBank,400 S Akard St,75202,Dallas,454000.0,0.144,60.3
Dallas,Equinix DA1,Equinix,1950 North Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,Alpha Data Center,M&A Technology Inc.,4407 Alpha Road,75244,Dallas,451000.0,0.139,65.1
Dallas,Equinix DA6,Equinix,1950 North Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,Centersquare - Dallas DFW3-A,Csquare,11830 Webb Chapel Rd.,75234,Dallas,434000.0,0.141,69.0
Dallas,Prime Dallas - Data Center 1,Prime Data Centers,1515 Round Table,75247,Dallas,423000.0,0.142,64.2
Dallas,TierPoint Dallas,TierPoint,3004 Irving Blvd,75247,Dallas,423000.0,0.142,64.2
Dallas,DataBank DFW2 - North Dallas,DataBank,904 Quality Way,75801,Dallas,402000.0,0.155,72.7
Dallas,Tierpoint Dallas-Allen,TierPoint,820 Allen Commerce Parkway,75013,Allen,375000.0,0.133,63.1
Dallas,Equinix DA2,Equinix,1950 North Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,Equinix DA11,Equinix,1990 North Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,Prime Dallas - Data Center 2,Prime Data Centers,1517 Round Table,75247,Dallas,423000.0,0.142,64.2
Dallas,TierPoint Dallas - Fort Worth,TierPoint,13701 Independence,76177,Fort Worth,397000.0,0.134,72.7
Dallas,Evocative DAL6,Evocative Data Centers,1221 Coit Road,75075,Plano,410000.0,0.148,63.3
Dallas,Cogent Data Center - Dallas,"Cogent Communications, Inc.",400 S. Akard St,75202,Dallas,454000.0,0.144,60.3
Dallas,Centersquare - Dallas DFW2-A,Csquare,900 Guardians Way,75013,Dallas,375000.0,0.133,63.1
Dallas,VAZATA Dallas I,VAZATA,4025 Midway Road,75007,Carrollton,375000.0,0.143,75.1
